date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,source,source_match_id,score_duration,source_status,prior_home_match,prior_away_match,eligible,exclusion_reason
2026-06-01,Slovakia,Malta,2.0,1.0,Friendly,Dunajská Streda,Slovakia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-01,Turkey,North Macedonia,4.0,0.0,Friendly,Istanbul,Turkey,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-01,Maldives,Afghanistan,0.0,1.0,Diamond Jubilee International Football Tournament,Malé,Maldives,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-02,Croatia,Belgium,0.0,2.0,Friendly,Rijeka,Croatia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-02,Georgia,Romania,1.0,1.0,Friendly,Tbilisi,Georgia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-02,Haiti,New Zealand,4.0,0.0,Friendly,Fort Lauderdale,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-02,Morocco,Madagascar,4.0,0.0,Friendly,Rabat,Morocco,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-02,Wales,Ghana,1.0,1.0,Friendly,Cardiff,Wales,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-02,Padania,Raetia,4.0,1.0,CONIFA European Football Cup,Carate Brianza,Italy,False,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-02,Rouet-Provence,Canton Ticino,0.0,1.0,CONIFA European Football Cup,Carate Brianza,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-03,Padania,Greenland,3.0,1.0,CONIFA European Football Cup,Carate Brianza,Italy,False,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-03,Canton Ticino,Northern Cyprus,1.0,5.0,CONIFA European Football Cup,Carate Brianza,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-03,Albania,Israel,0.0,1.0,Friendly,Tirana,Albania,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,DR Congo,Denmark,0.0,0.0,Friendly,Liège,Belgium,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,Gibraltar,British Virgin Islands,4.0,0.0,Friendly,Europa Point,Gibraltar,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,South Korea,El Salvador,1.0,0.0,Friendly,Provo,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,Luxembourg,Italy,0.0,1.0,Friendly,Luxembourg,Luxembourg,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,Netherlands,Algeria,0.0,1.0,Friendly,Rotterdam,Netherlands,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,Panama,Dominican Republic,4.0,2.0,Friendly,Panama City,Panama,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,Poland,Nigeria,2.0,2.0,Friendly,Warsaw,Poland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-03,Philippines,Guam,5.0,1.0,Friendly,Manila,Philippines,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,False,False,away_missing_prior
2026-06-04,Raetia,Greenland,1.0,4.0,CONIFA European Football Cup,Carate Brianza,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-04,Rouet-Provence,Northern Cyprus,0.0,4.0,CONIFA European Football Cup,Carate Brianza,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-04,Maldives,Pakistan,0.0,3.0,Diamond Jubilee International Football Tournament,Malé,Maldives,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Andorra,Liechtenstein,2.0,0.0,Friendly,Encamp,Andorra,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Cambodia,Bhutan,4.0,0.0,Friendly,Phnom Penh,Cambodia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,France,Ivory Coast,1.0,2.0,Friendly,Nantes,France,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Guatemala,Czech Republic,1.0,5.0,Friendly,Harrison,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Iran,Mali,2.0,0.0,Friendly,Antalya,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Lesotho,Kenya,1.0,1.0,Friendly,Pretoria,South Africa,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Mexico,Serbia,5.0,1.0,Friendly,Toluca,Mexico,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Northern Ireland,Guinea,1.0,0.0,Friendly,La Línea de la Concepción,Spain,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Slovenia,Cyprus,1.0,1.0,Friendly,Ljubljana,Slovenia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Spain,Iraq,1.0,1.0,Friendly,A Coruña,Spain,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-04,Sweden,Greece,2.0,2.0,Friendly,Solna,Sweden,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Angola,Mauritania,1.0,1.0,Friendly,Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Azerbaijan,Malta,0.0,2.0,Friendly,Szombathely,Hungary,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Belarus,Syria,4.0,1.0,Friendly,Minsk,Belarus,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Canada,Republic of Ireland,1.0,1.0,Friendly,Montreal,Canada,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Georgia,Bahrain,2.0,0.0,Friendly,Tbilisi,Georgia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Haiti,Peru,1.0,2.0,Friendly,Miami,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Hong Kong,Mongolia,2.0,0.0,Friendly,Hong Kong,Hong Kong,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,False,False,away_missing_prior
2026-06-05,Hungary,Finland,2.0,1.0,Friendly,Budapest,Hungary,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Indonesia,Oman,3.0,0.0,Friendly,Jakarta,Indonesia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Moldova,Bulgaria,2.0,2.0,Friendly,Chișinău,Moldova,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Paraguay,Nicaragua,4.0,0.0,Friendly,Asunción,Paraguay,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,San Marino,Bangladesh,1.0,2.0,Friendly,Serravalle,San Marino,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Singapore,China PR,1.0,2.0,Friendly,Singapore,Singapore,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Slovakia,Montenegro,2.0,2.0,Friendly,Košice,Slovakia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Tajikistan,India,3.0,1.0,Friendly,Tursunzoda,Tajikistan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Thailand,Kuwait,2.0,2.0,Friendly,Pathum Thani,Thailand,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Russia,Burkina Faso,3.0,0.0,Friendly,Volgograd,Russia,False,martj42,,SOURCE_FULL_TIME,FINISHED,False,True,False,home_missing_prior
2026-06-05,Benin,Niger,1.0,1.0,Friendly,Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Central African Republic,Togo,1.0,1.0,Friendly,Mohammedia,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-05,Puerto Rico,Saudi Arabia,0.0,3.0,Friendly,Austin,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Raetia,Rouet-Provence,3.0,3.0,CONIFA European Football Cup,Carate Brianza,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-06,Greenland,Canton Ticino,3.0,2.0,CONIFA European Football Cup,Carate Brianza,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-06,Padania,Northern Cyprus,1.0,6.0,CONIFA European Football Cup,Carate Brianza,Italy,False,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-06-06,Vanuatu,Fiji,2.0,1.0,Friendly,Port Vila,Vanuatu,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Albania,Luxembourg,0.0,1.0,Friendly,Tirana,Albania,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Argentina,Honduras,2.0,0.0,Friendly,College Station,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Armenia,Kazakhstan,1.0,1.0,Friendly,Yerevan,Armenia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Australia,Switzerland,1.0,1.0,Friendly,San Diego,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Belgium,Tunisia,5.0,0.0,Friendly,Brussels,Belgium,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Bermuda,Cape Verde,3.0,0.0,Friendly,East Hartford,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Bolivia,Scotland,0.0,4.0,Friendly,Harrison,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Brazil,Egypt,2.0,1.0,Friendly,Cleveland,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Curaçao,Aruba,4.0,0.0,Friendly,Willemstad,Curaçao,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,England,New Zealand,1.0,0.0,Friendly,Tampa,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Sierra Leone,Liberia,1.0,0.0,Friendly,Bo,Sierra Leone,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Ethiopia,Malawi,1.0,0.0,Friendly,Dire Dawa,Ethiopia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Jamaica,South Africa,0.0,1.0,Friendly,Pachuca,Mexico,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Kyrgyzstan,Palestine,0.0,0.0,Friendly,Bishkek,Kyrgyzstan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Panama,Bosnia and Herzegovina,1.0,1.0,Friendly,St. Louis,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Portugal,Chile,2.0,1.0,Friendly,Oeiras,Portugal,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Qatar,El Salvador,0.0,0.0,Friendly,Los Angeles,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Romania,Wales,2.0,1.0,Friendly,Bucharest,Romania,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,United States,Germany,1.0,2.0,Friendly,Chicago,United States,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,British Virgin Islands,Bonaire,2.0,0.0,Friendly,Málaga,Spain,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Gibraltar,Cayman Islands,4.0,1.0,Friendly,Europa Point,Gibraltar,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Venezuela,Turkey,1.0,2.0,Friendly,Fort Lauderdale,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Myanmar,Guam,6.0,1.0,Tri-Nations Cup,Manila,Philippines,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,False,False,away_missing_prior
2026-06-06,Lithuania,Latvia,1.0,1.0,Baltic Cup,Kaunas,Lithuania,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-06,Estonia,Faroe Islands,1.0,0.0,Baltic Cup,Pärnu,Estonia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Afghanistan,Pakistan,0.0,2.0,Diamond Jubilee International Football Tournament,Malé,Maldives,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Croatia,Slovenia,2.0,1.0,Friendly,Varaždin,Croatia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Ecuador,Guatemala,3.0,0.0,Friendly,Columbus,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Greece,Italy,0.0,1.0,Friendly,Heraklion,Greece,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Jordan,Colombia,0.0,2.0,Friendly,San Diego,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Kosovo,Andorra,3.0,0.0,Friendly,Pristina,Kosovo,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Liechtenstein,Cyprus,0.0,2.0,Friendly,Vaduz,Liechtenstein,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Morocco,Norway,1.0,1.0,Friendly,Harrison,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-07,Denmark,Ukraine,2.0,1.0,Friendly,Odense,Denmark,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-08,France,Northern Ireland,3.0,1.0,Friendly,Lille,France,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-08,Netherlands,Uzbekistan,2.0,1.0,Friendly,New York,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-08,Peru,Spain,1.0,3.0,Friendly,Puebla,Mexico,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-08,Mauritania,Niger,1.0,0.0,Friendly,Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Angola,Central African Republic,3.0,0.0,Friendly,Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Argentina,Iceland,3.0,0.0,Friendly,Auburn,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Armenia,Moldova,1.0,1.0,Friendly,Yerevan,Armenia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Azerbaijan,San Marino,2.0,1.0,Friendly,Szombathely,Hungary,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Belarus,Burkina Faso,2.0,2.0,Friendly,Minsk,Belarus,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Cambodia,Hong Kong,2.0,0.0,Friendly,Phnom Penh,Cambodia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,China PR,Thailand,0.0,0.0,Friendly,Hangzhou,China,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,DR Congo,Chile,1.0,2.0,Friendly,Orléans,France,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Equatorial Guinea,Comoros,0.0,1.0,Friendly,Marrakesh,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Ethiopia,Malawi,1.0,1.0,Friendly,Dire Dawa,Ethiopia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Hungary,Kazakhstan,3.0,1.0,Friendly,Debrecen,Hungary,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Indonesia,Mozambique,1.0,0.0,Friendly,Jakarta,Indonesia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Kyrgyzstan,Palestine,0.0,0.0,Friendly,Bishkek,Kyrgyzstan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Saudi Arabia,Senegal,0.0,0.0,Friendly,San Antonio,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Tajikistan,India,1.0,1.0,Friendly,Hisor,Tajikistan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Philippines,Myanmar,5.0,1.0,Tri-Nations Cup,Manila,Philippines,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Latvia,Faroe Islands,0.0,1.0,Baltic Cup,Riga,Latvia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Estonia,Lithuania,1.0,0.0,Baltic Cup,Tallinn,Estonia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Russia,Trinidad and Tobago,3.0,0.0,Friendly,Kaliningrad,Russia,False,martj42,,SOURCE_FULL_TIME,FINISHED,False,True,False,home_missing_prior
2026-06-09,Togo,Benin,5.0,1.0,Friendly,Lomé,Togo,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Liberia,Sierra Leone,3.0,1.0,Friendly,Monrovia,Liberia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-09,Iraq,Venezuela,0.0,2.0,Friendly,Bridgeview,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-10,Bolivia,Algeria,0.0,4.0,Friendly,Kansas City,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-10,England,Costa Rica,3.0,0.0,Friendly,Orlando,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-10,Portugal,Nigeria,2.0,1.0,Friendly,Leiria,Portugal,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-10,Afghanistan,Pakistan,0.0,2.0,Diamond Jubilee International Football Tournament,Malé,Maldives,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-11,Mexico,South Africa,2.0,0.0,FIFA World Cup,,,True,football_data,537327,REGULAR,FINISHED,True,True,True,
2026-06-12,South Korea,Czech Republic,2.0,1.0,FIFA World Cup,,,True,football_data,537328,REGULAR,FINISHED,True,True,True,
2026-06-12,Canada,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup,,,True,football_data,537333,REGULAR,FINISHED,True,True,True,
2026-06-13,United States,Paraguay,4.0,1.0,FIFA World Cup,,,True,football_data,537345,REGULAR,FINISHED,True,True,True,
2026-06-13,Qatar,Switzerland,1.0,1.0,FIFA World Cup,,,True,football_data,537334,REGULAR,FINISHED,True,True,True,
2026-06-13,Brazil,Morocco,1.0,1.0,FIFA World Cup,,,True,football_data,537339,REGULAR,FINISHED,True,True,True,
2026-06-14,Haiti,Scotland,0.0,1.0,FIFA World Cup,,,True,football_data,537340,REGULAR,FINISHED,True,True,True,
2026-06-14,Australia,Turkey,2.0,0.0,FIFA World Cup,,,True,football_data,537346,REGULAR,FINISHED,True,True,True,
2026-06-14,Germany,Curaçao,7.0,1.0,FIFA World Cup,,,True,football_data,537351,REGULAR,FINISHED,True,True,True,
2026-06-14,Netherlands,Japan,2.0,2.0,FIFA World Cup,,,True,football_data,537357,REGULAR,FINISHED,True,True,True,
2026-06-14,Ivory Coast,Ecuador,1.0,0.0,FIFA World Cup,,,True,football_data,537352,REGULAR,FINISHED,True,True,True,
2026-06-15,Sweden,Tunisia,5.0,1.0,FIFA World Cup,,,True,football_data,537358,REGULAR,FINISHED,True,True,True,
2026-06-15,Spain,Cape Verde,0.0,0.0,FIFA World Cup,,,True,football_data,537369,REGULAR,FINISHED,True,True,True,
2026-06-15,Belgium,Egypt,1.0,1.0,FIFA World Cup,,,True,football_data,537363,REGULAR,FINISHED,True,True,True,
2026-06-15,Saudi Arabia,Uruguay,1.0,1.0,FIFA World Cup,,,True,football_data,537370,REGULAR,FINISHED,True,True,True,
2026-06-16,Iran,New Zealand,2.0,2.0,FIFA World Cup,,,True,football_data,537364,REGULAR,FINISHED,True,True,True,
2026-06-16,France,Senegal,3.0,1.0,FIFA World Cup,,,True,football_data,537391,REGULAR,FINISHED,True,True,True,
2026-06-16,Iraq,Norway,1.0,4.0,FIFA World Cup,,,True,football_data,537392,REGULAR,FINISHED,True,True,True,
2026-06-17,Argentina,Algeria,3.0,0.0,FIFA World Cup,,,True,football_data,537397,REGULAR,FINISHED,True,True,True,
2026-06-17,Austria,Jordan,3.0,1.0,FIFA World Cup,,,True,football_data,537398,REGULAR,FINISHED,True,True,True,
2026-06-17,Portugal,DR Congo,1.0,1.0,FIFA World Cup,,,True,football_data,537403,REGULAR,FINISHED,True,True,True,
2026-06-17,England,Croatia,4.0,2.0,FIFA World Cup,,,True,football_data,537409,REGULAR,FINISHED,True,True,True,
2026-06-17,Ghana,Panama,1.0,0.0,FIFA World Cup,,,True,football_data,537410,REGULAR,FINISHED,True,True,True,
2026-06-18,Uzbekistan,Colombia,1.0,3.0,FIFA World Cup,,,True,football_data,537404,REGULAR,FINISHED,True,True,True,
2026-06-18,Czech Republic,South Africa,1.0,1.0,FIFA World Cup,,,True,football_data,537329,REGULAR,FINISHED,True,True,True,
2026-06-18,Switzerland,Bosnia and Herzegovina,4.0,1.0,FIFA World Cup,,,True,football_data,537335,REGULAR,FINISHED,True,True,True,
2026-06-18,Canada,Qatar,6.0,0.0,FIFA World Cup,,,True,football_data,537336,REGULAR,FINISHED,True,True,True,
2026-06-19,Mexico,South Korea,1.0,0.0,FIFA World Cup,,,True,football_data,537330,REGULAR,FINISHED,True,True,True,
2026-06-19,United States,Australia,2.0,0.0,FIFA World Cup,,,True,football_data,537348,REGULAR,FINISHED,True,True,True,
2026-06-19,Scotland,Morocco,0.0,1.0,FIFA World Cup,,,True,football_data,537342,REGULAR,FINISHED,True,True,True,
2026-06-20,Brazil,Haiti,3.0,0.0,FIFA World Cup,,,True,football_data,537341,REGULAR,FINISHED,True,True,True,
2026-06-20,Turkey,Paraguay,0.0,1.0,FIFA World Cup,,,True,football_data,537347,REGULAR,FINISHED,True,True,True,
2026-06-20,Netherlands,Sweden,5.0,1.0,FIFA World Cup,,,True,football_data,537359,REGULAR,FINISHED,True,True,True,
2026-06-20,Germany,Ivory Coast,2.0,1.0,FIFA World Cup,,,True,football_data,537353,REGULAR,FINISHED,True,True,True,
2026-06-21,Ecuador,Curaçao,0.0,0.0,FIFA World Cup,,,True,football_data,537354,REGULAR,FINISHED,True,True,True,
2026-06-21,Tunisia,Japan,0.0,4.0,FIFA World Cup,,,True,football_data,537360,REGULAR,FINISHED,True,True,True,
2026-06-21,Spain,Saudi Arabia,4.0,0.0,FIFA World Cup,,,True,football_data,537371,REGULAR,FINISHED,True,True,True,
2026-06-21,Belgium,Iran,0.0,0.0,FIFA World Cup,,,True,football_data,537365,REGULAR,FINISHED,True,True,True,
2026-06-21,Uruguay,Cape Verde,2.0,2.0,FIFA World Cup,,,True,football_data,537372,REGULAR,FINISHED,True,True,True,
2026-06-22,New Zealand,Egypt,1.0,3.0,FIFA World Cup,,,True,football_data,537366,REGULAR,FINISHED,True,True,True,
2026-06-22,Argentina,Austria,2.0,0.0,FIFA World Cup,,,True,football_data,537399,REGULAR,FINISHED,True,True,True,
2026-06-22,France,Iraq,3.0,0.0,FIFA World Cup,,,True,football_data,537393,REGULAR,FINISHED,True,True,True,
2026-06-23,Norway,Senegal,3.0,2.0,FIFA World Cup,,,True,football_data,537394,REGULAR,FINISHED,True,True,True,
2026-06-23,Jordan,Algeria,1.0,2.0,FIFA World Cup,,,True,football_data,537400,REGULAR,FINISHED,True,True,True,
2026-06-23,Portugal,Uzbekistan,5.0,0.0,FIFA World Cup,,,True,football_data,537405,REGULAR,FINISHED,True,True,True,
2026-06-23,England,Ghana,0.0,0.0,FIFA World Cup,,,True,football_data,537411,REGULAR,FINISHED,True,True,True,
2026-06-23,Panama,Croatia,0.0,1.0,FIFA World Cup,,,True,football_data,537412,REGULAR,FINISHED,True,True,True,
2026-06-24,Colombia,DR Congo,1.0,0.0,FIFA World Cup,,,True,football_data,537406,REGULAR,FINISHED,True,True,True,
2026-06-24,Switzerland,Canada,2.0,1.0,FIFA World Cup,,,True,football_data,537337,REGULAR,FINISHED,True,True,True,
2026-06-24,Bosnia and Herzegovina,Qatar,3.0,1.0,FIFA World Cup,,,True,football_data,537338,REGULAR,FINISHED,True,True,True,
2026-06-24,Morocco,Haiti,4.0,2.0,FIFA World Cup,,,True,football_data,537344,REGULAR,FINISHED,True,True,True,
2026-06-24,Scotland,Brazil,0.0,3.0,FIFA World Cup,,,True,football_data,537343,REGULAR,FINISHED,True,True,True,
2026-06-25,Czech Republic,Mexico,0.0,3.0,FIFA World Cup,,,True,football_data,537331,REGULAR,FINISHED,True,True,True,
2026-06-25,South Africa,South Korea,1.0,0.0,FIFA World Cup,,,True,football_data,537332,REGULAR,FINISHED,True,True,True,
2026-06-25,Ecuador,Germany,2.0,1.0,FIFA World Cup,,,True,football_data,537355,REGULAR,FINISHED,True,True,True,
2026-06-25,Curaçao,Ivory Coast,0.0,2.0,FIFA World Cup,,,True,football_data,537356,REGULAR,FINISHED,True,True,True,
2026-06-25,Tunisia,Netherlands,1.0,3.0,FIFA World Cup,,,True,football_data,537361,REGULAR,FINISHED,True,True,True,
2026-06-25,Japan,Sweden,1.0,1.0,FIFA World Cup,,,True,football_data,537362,REGULAR,FINISHED,True,True,True,
2026-06-26,Turkey,United States,3.0,2.0,FIFA World Cup,,,True,football_data,537349,REGULAR,FINISHED,True,True,True,
2026-06-26,Paraguay,Australia,0.0,0.0,FIFA World Cup,,,True,football_data,537350,REGULAR,FINISHED,True,True,True,
2026-06-26,Norway,France,1.0,4.0,FIFA World Cup,,,True,football_data,537395,REGULAR,FINISHED,True,True,True,
2026-06-26,Senegal,Iraq,5.0,0.0,FIFA World Cup,,,True,football_data,537396,REGULAR,FINISHED,True,True,True,
2026-06-27,Uruguay,Spain,0.0,1.0,FIFA World Cup,,,True,football_data,537373,REGULAR,FINISHED,True,True,True,
2026-06-27,Cape Verde,Saudi Arabia,0.0,0.0,FIFA World Cup,,,True,football_data,537374,REGULAR,FINISHED,True,True,True,
2026-06-27,New Zealand,Belgium,1.0,5.0,FIFA World Cup,,,True,football_data,537367,REGULAR,FINISHED,True,True,True,
2026-06-27,Egypt,Iran,1.0,1.0,FIFA World Cup,,,True,football_data,537368,REGULAR,FINISHED,True,True,True,
2026-06-27,Panama,England,0.0,2.0,FIFA World Cup,,,True,football_data,537413,REGULAR,FINISHED,True,True,True,
